帕	ㄆㄚˋ																				
汝	ㄖㄨˇ																				
遵	ㄗㄨㄣ																				
遴	ㄌㄧㄣˊ																				
汐	ㄒㄧˋ																				
牆	ㄑㄧㄤˊ																				
劫	ㄐㄧㄝˊ																				
擾	ㄖㄠˇ																				
藺	ㄌㄧㄣˋ																				
犀	ㄒㄧ																				
帝	ㄉㄧˋ																				
汗	ㄏㄢˊ																				
遁	ㄉㄨㄣˋ																				
酌	ㄓㄨㄛˊ																				
帆	ㄈㄢˊ																				
遮	ㄓㄜ																				
市	ㄕˋ																				
帷	ㄨㄟˊ																				
遙	ㄧㄠˊ																				
求	ㄑㄧㄡˊ																				
蓋	ㄍㄞˋ																				
遣	ㄑㄧㄢˇ																				
汰	ㄊㄞˋ																				
有	ㄧㄡˋ																				
朋	ㄆㄥˊ																				
避	ㄅㄧˋ																				
粑	ㄅㄚ																				
粄	ㄅㄢˇ																				
朝	ㄓㄠ																				
朕	ㄓㄣˋ																				
汗	ㄏㄢˋ																				
遲	ㄔˊ																				
棠	ㄊㄤˊ																				
朔	ㄕㄨㄛˋ																				
朗	ㄌㄤˇ																				
札	ㄓㄚˊ																				
汨	ㄇㄧˋ																				
過	ㄍㄨㄛˋ																				
運	ㄩㄣˋ																				
嚮	ㄒㄧㄤˋ																				
粹	ㄘㄨㄟˋ																				
粥	ㄓㄡ																				
朽	ㄒㄧㄡˇ																				
遊	ㄧㄡˊ																				
遇	ㄩˋ																				
嚨	ㄌㄨㄥˊ																				
鶯	ㄧㄥ																				
囚	ㄑㄧㄡˊ																				
師	ㄕ																				
蓬	ㄆㄥˊ																				
遂	ㄙㄨㄟˋ																				
決	ㄐㄩㄝˊ																				
坡	ㄆㄛ																				
撰	ㄓㄨㄢˋ																				
遞	ㄉㄧˋ																				
帳	ㄓㄤˋ																				
汽	ㄑㄧˋ																				
達	ㄉㄚˊ																				
帽	ㄇㄠˋ																				
撿	ㄐㄧㄢˇ																				
囂	ㄒㄧㄠ																				
羲	ㄒㄧ																				
遐	ㄒㄧㄚˊ																				
聽	ㄊㄧㄥ																				
聽	ㄊㄧㄥˋ																				
有	ㄧㄡˇ																				
撅	ㄐㄩㄝ																				
囪	ㄘㄨㄥ																				
鹿	ㄌㄨˋ																				
月	ㄩㄝˋ																				
粕	ㄆㄛˋ																				
鹹	ㄒㄧㄢˊ																				
棚	ㄆㄥˊ																				
囡	ㄋㄢ																				
最	ㄗㄨㄟˋ																				
會	ㄎㄨㄞˋ																				
會	ㄏㄨㄟˇ																				
會	ㄏㄨㄟˋ																				
控	ㄎㄨㄥˋ																				
掣	ㄔㄜˋ																				
操	ㄘㄠ																				
聰	ㄘㄨㄥ																				
掬	ㄐㄩˊ																				
饅	ㄇㄢˊ																				
羹	ㄍㄥ																				
朝	ㄔㄠˊ																				
桕	ㄐㄧㄡˋ																				
樊	ㄈㄢˊ																				
掙	ㄓㄥ																				
掙	ㄓㄥˋ																				
掘	ㄐㄩㄝˊ																				
砌	ㄑㄧˋ																				
粉	ㄈㄣˇ																				
木	ㄇㄨˋ																				
砍	ㄎㄢˇ																				
掄	ㄌㄨㄣ																				
掄	ㄌㄨㄣˊ																				
蹄	ㄊㄧˊ																				
本	ㄅㄣˇ																				
髻	ㄐㄧˋ																				
蹙	ㄘㄨˋ																				
樂	ㄧㄠˋ																				
樂	ㄩㄝˋ																				
朮	ㄓㄨˊ																				
粿	ㄍㄨㄛˇ																				
髓	ㄙㄨㄟˇ																				
棋	ㄑㄧˊ																				
粽	ㄗㄨㄥˋ																				
瘧	ㄋㄩㄝˋ																				
蹤	ㄗㄨㄥ																				
蹦	ㄅㄥˋ																				
蹴	ㄘㄨˋ																				
漉	ㄌㄨˋ																				
森	ㄙㄣ																				
職	ㄓˊ																				
朵	ㄉㄨㄛˇ																				
四	ㄙˋ																				
蹼	ㄆㄨˊ																				
逶	ㄨㄟ																				
逾	ㄩˊ																				
涂	ㄊㄨˊ																				
蔓	ㄇㄢˊ																				
蔓	ㄇㄢˋ																				
牌	ㄆㄞˊ																				
撫	ㄈㄨˇ																				
撩	ㄌㄧㄠˊ																				
州	ㄓㄡ																				
涕	ㄊㄧˋ																				
涔	ㄘㄣˊ																				
逮	ㄉㄞˇ																				
逮	ㄉㄞˋ																				
播	ㄅㄛˋ																				
囊	ㄋㄤˊ																				
魄	ㄆㄛˋ																				
魄	ㄊㄨㄛˋ																				
蔣	ㄐㄧㄤˇ																				
囁	ㄋㄧㄝˋ																				
棕	ㄗㄨㄥ																				
逕	ㄐㄧㄥˋ																				
逛	ㄍㄨㄤˋ																				
逝	ㄕˋ																				
逃	ㄊㄠˊ																				
撇	ㄆㄧㄝ																				
撇	ㄆㄧㄝˇ																				
固	ㄍㄨˋ																				
逅	ㄏㄡˋ																				
巳	ㄙˋ																				
已	ㄧˇ																				
困	ㄎㄨㄣˋ																				
撓	ㄋㄠˊ																				
撐	ㄔㄥ																				
己	ㄐㄧˇ																				
巷	ㄒㄧㄤˋ																				
囫	ㄏㄨˊ																				
撕	ㄙ																				
檢	ㄐㄧㄢˇ																				
鹽	ㄧㄢˊ																				
鹼	ㄐㄧㄢˇ																				
液	ㄧㄝˋ																				
燕	ㄧㄢ																				
因	ㄧㄣ																				
砸	ㄗㄚˊ																				
奕	ㄧˋ																				
契	ㄒㄧㄝˋ																				
奐	ㄏㄨㄢˋ																				
燄	ㄧㄢˋ																				
破	ㄆㄛˋ																				
饒	ㄖㄠˊ																				
要	ㄧㄠ																				
奄	ㄧㄢ																				
奄	ㄧㄢˇ																				
燎	ㄌㄧㄠˊ																				
砲	ㄆㄠˋ																				
接	ㄐㄧㄝ																				
探	ㄊㄢˋ																				
採	ㄘㄞˇ																				
好	ㄏㄠˋ																				
奼	ㄔㄚˋ																				
覺	ㄐㄧㄠˋ																				
掠	ㄌㄩㄝˋ																				
掩	ㄧㄢˇ																				
推	ㄊㄨㄟ																				
燥	ㄙㄠˋ																				
踐	ㄐㄧㄢˋ																				
燠	ㄩˋ																				
仆	ㄆㄨ																				
仇	ㄑㄧㄡˊ																				
遷	ㄑㄧㄢ																				
砝	ㄈㄚˇ																				
排	ㄆㄞˊ																				
仇	ㄔㄡˊ																				
割	ㄍㄜ																				
仃	ㄉㄧㄥ																				
剷	ㄔㄢˇ																				
掐	ㄑㄧㄚ																				
研	ㄧㄢˊ																				
鋤	ㄔㄨˊ																				
掛	ㄍㄨㄚˋ																				
肪	ㄈㄤˊ																				
肢	ㄓ																				
仕	ㄕˋ																				
掃	ㄙㄠˇ																				
掃	ㄙㄠˋ																				
掀	ㄒㄧㄢ																				
掏	ㄊㄠ																				
掌	ㄓㄤˇ																				
校	ㄐㄧㄠˋ																				
掉	ㄉㄧㄠˋ																				
授	ㄕㄡˋ																				
刺	ㄘˋ																				
仞	ㄖㄣˋ																				
仟	ㄑㄧㄢ																				
鷲	ㄐㄧㄡˋ																				
聯	ㄌㄧㄢˊ																				
鶇	ㄉㄨㄥ																				
券	ㄑㄩㄢˋ																				
樂	ㄌㄜˋ																				
栩	ㄒㄩˇ																				
肌	ㄐㄧ																				
栗	ㄌㄧˋ																				
髮	ㄈㄚˇ																				
髒	ㄗㄤ																				
闆	ㄅㄢˇ																				
斧	ㄈㄨˇ																				
剃	ㄊㄧˋ																				
蹬	ㄉㄥˋ																				
劑	ㄐㄧˋ																				
蹺	ㄑㄧㄠ																				
肚	ㄉㄨˇ																				
肚	ㄉㄨˋ																				
仿	ㄈㄤˇ																				
別	ㄅㄧㄝˊ																				
進	ㄐㄧㄣˋ																				
任	ㄖㄣˊ																				
駐	ㄓㄨˋ																				
籟	ㄌㄞˋ																				
週	ㄓㄡ																				
涉	ㄕㄜˋ																				
消	ㄒㄧㄠ																				
嗽	ㄙㄡˋ																				
骷	ㄎㄨ																				
骸	ㄏㄞˊ																				
涇	ㄐㄧㄥ																				
逸	ㄧˋ																				
逼	ㄅㄧ																				
逢	ㄈㄥˊ																				
連	ㄌㄧㄢˊ																				
磋	ㄘㄨㄛ																				
骼	ㄍㄜˊ																				
嘩	ㄏㄨㄚ																				
造	ㄗㄠˋ																				
蔔	ㄅㄛˊ																				
川	ㄔㄨㄢ																				
巒	ㄌㄨㄢˊ																				
嘩	ㄏㄨㄚˊ																				
磕	ㄎㄜ																				
縊	ㄧˋ																				
骨	ㄍㄨ																				
蔚	ㄨㄟˋ																				
骨	ㄍㄨˊ																				
齊	ㄗ																				
躡	ㄋㄧㄝˋ																				
逗	ㄉㄡˋ																				
途	ㄊㄨˊ																				
躬	ㄍㄨㄥ																				
縐	ㄓㄡˋ																				
這	ㄓㄜˋ																				
逞	ㄔㄥˇ																				
速	ㄙㄨˋ																				
工	ㄍㄨㄥ																				
躺	ㄊㄤˇ																				
退	ㄊㄨㄟˋ																				
送	ㄙㄨㄥˋ																				
逆	ㄋㄧˋ																				
憩	ㄑㄧˋ																				
杉	ㄕㄢ																				
巾	ㄐㄧㄣ																				
巴	ㄅㄚ																				
燕	ㄧㄢˋ																				
閨	ㄍㄨㄟ																				
奚	ㄒㄧ																				
奔	ㄅㄣ																				
契	ㄑㄧˋ																				
視	ㄕˋ																				
奉	ㄈㄥˋ																				
暱	ㄋㄧˋ																				
奈	ㄋㄞˋ																				
斂	ㄌㄧㄢˋ																				
杖	ㄓㄤˋ																				
罹	ㄌㄧˊ																				
規	ㄍㄨㄟ																				
署	ㄕㄨˇ																				
罰	ㄈㄚˊ																				
罷	˙ㄅㄚ																				
罵	ㄇㄚˋ																				
要	ㄧㄠˋ																				
奇	ㄐㄧ																				
奇	ㄑㄧˊ																				
杼	ㄓㄨˋ																				
杷	ㄆㄚˊ																				
杵	ㄔㄨˇ																				
杰	ㄐㄧㄝˊ																				
嘯	ㄒㄧㄠˋ																				
燈	ㄉㄥ																				
覺	ㄐㄩㄝˊ																				
東	ㄉㄨㄥ																				
瑯	ㄌㄤˊ																				
診	ㄓㄣˇ																				
閎	ㄏㄨㄥˊ																				
好	ㄏㄠˇ																				
瑣	ㄙㄨㄛˇ																				
瑾	ㄐㄧㄣˇ																				
齡	ㄌㄧㄥˊ																				
訛	ㄜˊ																				
籽	ㄗˇ																				
奴	ㄋㄨˊ																				
奶	ㄋㄞˇ																				
女	ㄋㄩˇ																				
訝	ㄧㄚˋ																				
瑛	ㄧㄥ																				
瑕	ㄒㄧㄚˊ																				
訌	ㄏㄨㄥˊ																				
燥	ㄗㄠˋ																				
奪	ㄉㄨㄛˊ																				
燭	ㄓㄨˊ																				
奧	ㄠˋ																				
餚	ㄧㄠˊ																				
齦	ㄧㄣˊ																				
奠	ㄉㄧㄢˋ																				
瑤	ㄧㄠˊ																				
奢	ㄕㄜ																				
肯	ㄎㄣˇ																				
肩	ㄐㄧㄢ																				
揠	ㄧㄚˋ																				
肫	ㄓㄨㄣ																				
揣	ㄔㄨㄞˇ																				
餃	ㄐㄧㄠˇ																				
揪	ㄐㄧㄡ																				
介	ㄐㄧㄝˋ																				
仗	ㄓㄤˋ																				
揖	ㄧ																				
餽	ㄎㄨㄟˋ																				
竿	ㄍㄢ																				
雋	ㄐㄩㄢˋ																				
雋	ㄐㄩㄣˋ																				
校	ㄒㄧㄠˋ																				
肺	ㄈㄟˋ																				
付	ㄈㄨˋ																				
揀	ㄐㄧㄢˇ																				
揍	ㄗㄡˋ																				
描	ㄇㄧㄠˊ																				
揉	ㄖㄡˊ																				
肉	ㄖㄡˋ																				
餡	ㄒㄧㄢˋ																				
竭	ㄐㄧㄝˊ																				
肋	ㄌㄜˋ																				
胃	ㄨㄟˋ																				
肅	ㄙㄨˋ																				
淌	ㄊㄤˇ																				
淆	ㄧㄠˊ																				
剛	ㄍㄤ																				
肆	ㄙˋ																				
剝	ㄅㄛ																				
肝	ㄍㄢ																				
淇	ㄑㄧˊ																				
嶄	ㄓㄢˇ																				
蕊	ㄖㄨㄟˇ																				
仲	ㄓㄨㄥˋ																				
仰	ㄧㄤˇ																				
剋	ㄎㄜˋ																				
份	ㄈㄣˋ																				
前	ㄑㄧㄢˊ																				
嶇	ㄑㄩ																				
雛	ㄔㄨˊ																				
任	ㄖㄣˋ																				
頑	ㄨㄢˊ																				
剎	ㄔㄚˋ																				
刀	ㄉㄠ																				
淚	ㄌㄟˋ																				
淑	ㄕㄨˊ																				
淬	ㄘㄨㄟˋ																				
樺	ㄏㄨㄚˋ																				
桂	ㄍㄨㄟˋ																				
器	ㄑㄧˋ																				
框	ㄎㄨㄤ																				
划	ㄏㄨㄚˊ																				
財	ㄘㄞˊ																				
樞	ㄕㄨ																				
釘	ㄉㄧㄥ																				
側	ㄘㄜˋ																				
低	ㄉㄧ																				
住	ㄓㄨˋ																				
磁	ㄘˊ																				
貝	ㄅㄟˋ																				
攙	ㄔㄢ																				
嶼	ㄩˇ																				
添	ㄊㄧㄢ																				
骨	ㄍㄨˇ																				
磚	ㄓㄨㄢ																				
淳	ㄔㄨㄣˊ																				
擢	ㄓㄨㄛˊ																				
竣	ㄐㄩㄣˋ																				
齊	ㄑㄧˊ																				
身	ㄕㄣ																				
磷	ㄌㄧㄣˊ																				
擤	ㄒㄧㄥˇ																				
攜	ㄒㄧ																				
躲	ㄉㄨㄛˇ																				
磺	ㄏㄨㄤˊ																				
鄙	ㄅㄧˇ																				
杏	ㄒㄧㄥˋ																				
舊	ㄐㄧㄡˋ																				
鸚	ㄧㄥ																				
嚎	ㄏㄠˊ																				
擴	ㄎㄨㄛˋ																				
罐	ㄍㄨㄢˋ																				
杞	ㄑㄧˇ																				
嚇	ㄒㄧㄚˋ																				
嚀	ㄋㄧㄥˊ																				
嚼	ㄐㄩㄝˊ																				
耙	ㄆㄚˊ																				
材	ㄘㄞˊ																				
擅	ㄕㄢˋ																				
湍	ㄊㄨㄢ																				
擎	ㄑㄧㄥˊ																				
擒	ㄑㄧㄣˊ																				
村	ㄘㄨㄣ																				
杭	ㄏㄤˊ																				
軀	ㄑㄩ																				
胼	ㄆㄧㄢˊ																				
刪	ㄕㄢ																				
署	ㄕㄨˋ																				
嘴	ㄗㄨㄟˇ																				
罷	ㄅㄚˋ																				
松	ㄙㄨㄥ																				
刨	ㄅㄠˋ																				
刨	ㄆㄠˊ																				
置	ㄓˋ																				
體	ㄊㄧˇ																				
杳	ㄧㄠˇ																				
胖	ㄆㄢˊ																				
胖	ㄆㄤˋ																				
刑	ㄒㄧㄥˊ																				
桓	ㄏㄨㄢˊ																				
許	ㄒㄩˇ																				
門	ㄇㄣˊ																				
胝	ㄓ																				
分	ㄈㄣˋ																				
刁	ㄉㄧㄠ																				
刎	ㄨㄣˇ																				
瑪	ㄇㄚˇ																				
瑩	ㄧㄥˊ																				
訴	ㄙㄨˋ																				
註	ㄓㄨˋ																				
閏	ㄖㄨㄣˋ																				
背	ㄅㄟ																				
桅	ㄨㄟˊ																				
慰	ㄨㄟˋ																				
閉	ㄅㄧˋ																				
開	ㄎㄞ																				
訣	ㄐㄩㄝˊ																				
挫	ㄘㄨㄛˋ																				
挪	ㄋㄨㄛˊ																				
邂	ㄒㄧㄝˋ																				
焚	ㄈㄣˊ																				
閒	ㄒㄧㄢˊ																				
間	ㄐㄧㄢ																				
間	ㄐㄧㄢˋ																				
車	ㄐㄩ																				
軋	ㄍㄚˊ																				
軋	ㄧㄚˋ																				
碌	ㄌㄨˋ																				
曦	ㄒㄧ																				
訪	ㄈㄤˇ																				
閘	ㄓㄚˊ																				
設	ㄕㄜˋ																				
瑰	ㄍㄨㄟ																				
訓	ㄒㄩㄣˋ																				
祐	ㄧㄡˋ																				
碑	ㄅㄟ																				
驪	ㄌㄧˊ																				
託	ㄊㄨㄛ																				
訕	ㄕㄢˋ																				
閣	ㄍㄜˊ																				
記	ㄐㄧˋ																				
碧	ㄅㄧˋ																				
驟	ㄗㄡˋ																				
訟	ㄙㄨㄥˋ																				
瑟	ㄙㄜˋ																				
訂	ㄉㄧㄥˋ																				
瑜	ㄩˊ																				
軾	ㄕˋ																				
瑚	ㄏㄨˊ																				
瑙	ㄋㄠˇ																				
訊	ㄒㄩㄣˋ																				
計	ㄐㄧˋ																				
熙	ㄒㄧ																				
討	ㄊㄠˇ																				
援	ㄩㄢˊ																				
竹	ㄓㄨˊ																				
餘	ㄩˊ																				
央	ㄧㄤ																				
熔	ㄖㄨㄥˊ																				
餐	ㄘㄢ																				
斗	ㄉㄡˇ																				
餌	ㄦˇ																				
握	ㄨㄛˋ																				
揭	ㄐㄧㄝ																				
夭	ㄧㄠ																				
慈	ㄘˊ																				
揮	ㄏㄨㄟ																				
餅	ㄅㄧㄥˇ																				
提	ㄊㄧˊ																				
熄	ㄒㄧˊ																				
插	ㄔㄚ																				
餵	ㄨㄟˋ																				
揚	ㄧㄤˊ																				
頗	ㄆㄛˇ																				
熹	ㄒㄧ																				
熨	ㄩˋ																				
夙	ㄙㄨˋ																				
換	ㄏㄨㄢˋ																				
揆	ㄎㄨㄟˊ																				
館	ㄍㄨㄢˇ																				
蟀	ㄕㄨㄞˋ																				
解	ㄐㄧㄝˋ																				
解	ㄒㄧㄝˋ																				
夜	ㄧㄝˋ																				
癟	ㄅㄧㄝˇ																				
藻	ㄗㄠˇ																				
雌	ㄘ																				
臺	ㄊㄞˊ																				
驀	ㄇㄛˋ																				
琪	ㄑㄧˊ																				
琦	ㄑㄧˊ																				
麗	ㄌㄧˊ																				
貌	ㄇㄠˋ																				
端	ㄉㄨㄢ																				
淋	ㄌㄧㄣˊ																				
驍	ㄒㄧㄠ																				
詢	ㄒㄩㄣˊ																				
詫	ㄔㄚˋ																				
詮	ㄑㄩㄢˊ																				
琳	ㄌㄧㄣˊ																				
蕉	ㄐㄧㄠ																				
淒	ㄑㄧ																				
淮	ㄏㄨㄞˊ																				
颳	ㄍㄨㄚ																				
琇	ㄒㄧㄡˋ																				
薪	ㄒㄧㄣ																				
凹	ㄠ																				
針	ㄓㄣ																				
蕨	ㄐㄩㄝˊ																				
淡	ㄉㄢˋ																				
榻	ㄊㄚˋ																				
釘	ㄉㄧㄥˋ																				
采	ㄘㄞˇ																				
嶺	ㄌㄧㄥˇ																				
淹	ㄧㄢ																				
凳	ㄉㄥˋ																				
量	ㄌㄧㄤˊ																				
量	ㄌㄧㄤˋ																				
淵	ㄩㄢ																				
重	ㄓㄨㄥˋ																				
凱	ㄎㄞˇ																				
凰	ㄏㄨㄤˊ																				
重	ㄔㄨㄥˊ																				
混	ㄏㄨㄣˋ																				
釋	ㄕˋ																				
深	ㄕㄣ																				
肴	ㄧㄠˊ																				
釉	ㄧㄡˋ																				
擠	ㄐㄧˇ																				
擦	ㄘㄚ																				
擱	ㄍㄜ																				
嚏	ㄊㄧˋ																				
榨	ㄓㄚˋ																				
脯	ㄆㄨˊ																				
脯	ㄈㄨˇ																				
几	ㄐㄧ																				
鸝	ㄌㄧˊ																				
嚅	ㄖㄨˊ																				
脖	ㄅㄛˊ																				
鬻	ㄩˋ																				
拴	ㄕㄨㄢ																				
凋	ㄉㄧㄠ																				
擺	ㄅㄞˇ																				
嚇	ㄏㄜˋ																				
頁	ㄧㄝˋ																				
慣	ㄍㄨㄢˋ																				
嚼	ㄐㄧㄠˊ																				
准	ㄓㄨㄣˇ																				
擁	ㄩㄥˇ																				
擂	ㄌㄟˊ																				
擊	ㄐㄧˊ																				
遽	ㄐㄩˋ																				
拌	ㄅㄢˋ																				
矇	ㄇㄥˊ																				
頹	ㄊㄨㄟˊ																				
擋	ㄉㄤˇ																				
邊	ㄅㄧㄢ																				
悖	ㄅㄟˋ																				
悚	ㄙㄨㄥˇ																				
悟	ㄨˋ																				
鳩	ㄐㄧㄡ																				
鰻	ㄇㄢˊ																				
擔	ㄉㄢ																				
擔	ㄉㄢˋ																				
據	ㄐㄩˋ																				
悄	ㄑㄧㄠˇ																				
悉	ㄒㄧ																				
制	ㄓˋ																				
胰	ㄧˊ																				
胱	ㄍㄨㄤ																				
悱	ㄈㄟˇ																				
悵	ㄔㄤˋ																				
悴	ㄘㄨㄟˋ																				
悸	ㄐㄧˋ																				
攘	ㄖㄤˊ																				
桿	ㄍㄢˇ																				
胸	ㄒㄩㄥ																				
桶	ㄊㄨㄥˇ																				
悽	ㄑㄧ																				
悼	ㄉㄠˋ																				
觀	ㄍㄨㄢˋ																				
刻	ㄎㄜˋ																				
能	ㄋㄥˊ																				
您	ㄋㄧㄣˊ																				
搥	ㄔㄨㄟˊ																				
噢	ㄩˇ																				
搬	ㄅㄢ																				
噪	ㄗㄠˋ																				
判	ㄆㄢˋ																				
刮	ㄍㄨㄚ																				
噬	ㄕˋ																				
搶	ㄑㄧㄤ																				
噴	˙ㄈㄣ																				
噴	ㄆㄣˋ																				
噹	ㄉㄤ																				
利	ㄌㄧˋ																				
